Book Name,Author,Rating,Number of Reviews,Price,Listening Time (Minutes),Rank,Genre,Processed_Description,cluster
How Brands Grow: What Marketers Don't Know,Byron Sharp,4.5,174.0,668.0,394.0,2,guistics (Books),"This audiobook provides evidence-based answer key question asked marketer every day . Tackling issue brand grow , advertising really work , price promotion really loyalty program really affect loyalty , How Brands Grow present decade research style written marketing professional grow brand .",1
Inward,Yung Pueblo,4.85,1476.5,398.0,77.0,2,Philosophy Movements,"True power living realization healer , hero , leader .",1
Passage Meditation - A Complete Spiritual Practice: Train Your Mind and Find a Life That Fulfills,Eknath Easwaran,4.7,189.5,350.0,495.0,668,Spirituality (Books),"Easwaran 's classic manual unique source practical spiritual support new experienced meditators give instruction needed establish vibrant meditation practice keep going . In passage meditation focus attention passage , text , drawn world 's sacred tradition . You choose passage appeal , universal method stay fresh inspiring , prompting live highest ideal .",1
The Brave: Param Vir Chakra Stories,Rachna Bisht,4.7,568.0,1005.0,490.0,1,Military History (Books),Twenty-one riveting story battlefield India 's highest military honor,0
The Girl of My Dreams,Durjoy Datta,4.3,1051.0,879.0,463.0,2,Romance (Books),We car . She ’ looking . I see love eye . Then huge crash . She ’ flung window . I ’ thrown . A pool blood . Her eye still ... ’ death stare .,1
The Story of World War II,Donald L. Miller,4.4,45.0,1338.0,1492.0,1,Military History (Books),"Drawing previously unpublished eyewitness account , prizewinning historian Donald L. Miller written critic calling one powerful account warfare ever published . Here horror heroism World War II word men fought , journalist covered , civilian caught fury . Miller give u up-close , deeply personal view war savagely fought - whose outcome greater doubt - one might imagine . This war Americans home front would read access previously censored testimony soldier Miller build gripping narrative .",1
Neville Goddard: The Complete Reader,Neville Goddard,4.8,392.5,836.0,886.0,1,Mysticism (Books),"Neville Goddard : The Complete Reader , Includes 10 Neville Goddard 's Spiritual Classics : At Your Command , Awakened Imagination & Search , Feeling Secret , Freedom For All , Out This World , Prayer , The Art Believing , Seedtime Harvest , The Law The Promise , The Power Awareness , Your Faith Is Your Fortune .",0
Exactly What to Say: The Magic Words for Influence and Impact,Phil M. Jones,4.5,1027.5,233.0,74.0,484,Economics Books,"Often decision customer choosing someone like ability know exactly say , say , make count . Phil M. Jones trained two million people across five continent 50 country lost art spoken communication . In Exactly What Say , delivers tactic need get want .",1
My Lovely Wife,Samantha Downing,4.3,1690.5,888.0,613.0,1,Psychological Thrillers,"Penguin present audiobook edition My Lovely Wife , Samantha Downing",3
"We Are Legion (We Are Bob): Bobiverse, Book 1",Dennis E. Taylor,4.6,1666.0,668.0,596.0,2,Science Fiction (Books),"There 's reason We Are Legion , We Are Bob named Audible 's Best Science Fiction Book 2016 : irresistibly irreverent wit ! Bob Johansson sold software company small fortune looking forward life leisure . The first item to-do list : spending newfound windfall . On urge splurge , sign head cryogenically preserved case death . Then get killed crossing street . Waking 117 year later , Bob discovers mind uploaded sentient space probe ability replicate . Bob clone mission find new home humanity boldly go Bob gone .",1
"Winnie-the-Pooh: A.A. Milne's Pooh Classics, Volume 1",A. A. Milne,4.7,899.0,468.0,166.0,2,Animal Action & Adventure for Children,"Blackstone Audiobooks present , unabridged collection A.A. Milne 's Pooh Classics , 10 story Winnie-the-Pooh performed Peter Dennis . This reading immortal story authorized A.A. Milne 's son , Christopher Robin , wrote , `` Peter Dennis made Pooh 's Ambassador Extraordinare bear ever devoted friend . So want meet real Pooh , bear I knew , bear father wrote , listen Peter . ''",0
The Night Circus,Erin Morgenstern,4.4,7369.0,888.0,819.0,1,Romance (Books),"Telling tale attention detail led fan compare literary great H. G. Wells , Erin Morgenstern 's world dark thrilling monochromatic .",1
How Clients Buy: A Practical Guide to Business Development for Consulting and Professional Services,Tom McMakin,4.6,57.5,586.0,394.0,2,ess Sales,The real-world guide selling service bringing business ....,0
The Little Book of Market Wizards: Lessons from the Greatest Traders,Jack D. Schwager,3.7,14.0,501.0,229.0,2,Analysis & Strategy,An accessible look art investing adopt practice top professional,1
Vaishali Ki Nagarvadhu [City of Vaishali],Acharya Chatursen,4.2,128.0,1171.0,1433.0,630,Classic Fiction (Books),‘ I take back book thus far declare Vaishali ki Nagarvadhu work. ’ ( Acharya Chatursen ),1
The Overstory,Richard Powers,4.4,667.5,1093.0,1378.0,1,Literary Fiction,Brought Penguin .,2
Introduction to Intermediate French Conversation Lessons,Audible Inc.,5.0,1.0,0.0,0.0,-1,",            5 star,          ,            ,              100%,            ,","Start speaking French minute , grasp language , culture custom minute Intermediate French , completely new way learn French ease ! Intermediate French speaking proper pronunciation first lesson arm cultural insight information utterly shock amaze French friend .",1
Tipu Sultan,Charles K,-1.0,267.25,468.0,220.0,856,Biographies & Autobiographies (Books),An audio book Tamil .,0
Secrets of Closing the Sale,Zig Ziglar,4.6,278.5,1171.0,914.0,2,Textbooks & Study Guides,"Zig Ziglar provides vital strategy specific close , hundred sale question , dozen persuasion technique help everyone sell idea , . No matter age , gender , occupation , lifestyle , proven technique America 's selling sensation work .",1
Lean vs Agile vs Design Thinking: What You Really Need to Know to Build High-Performing Digital Product Teams,Jeff Gothelf,3.3,87.0,132.0,45.0,1,ess Management,"As company evolve adopt , integrate , leverage software defining element success 21st century , rash process methodology vying product team ' attention . In worst case , discipline team - product management , design , software engineering - learn different model . This short , tactical book reconciles perceived difference Lean Startup , Design Thinking , Agile software development focusing ritual practice value underpin three method .",1
The Glass Hotel,Emily St. John Mandel,4.1,862.5,323.0,628.0,2,"Crime, Thriller & Mystery (Books)","The Glass Hotel begin end , fall : woman plummeting deck cargo ship , body quickly swallowed sea . It death happens continent , outside jurisdiction : death likely go unremarked unsolved .",1
"Coaching for Performance, Fourth Edition: GROWing Human Potential and Purpose - The Principles and Practice of Coaching and Leadership",John Whitmore,4.5,184.5,680.0,421.0,1,Leadership,"Coaching way managing , way treating people , way thinking , way . Coaching matured invaluable profession fit time fourth edition widely read coaching book take next frontier .",1
"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,4.6,450.5,13345.0,582.0,669,Earth Sciences Books,"Meet Emily Paul : The parent two young child , Emily newly promoted VP marketing large corporation Paul work home client ' office independent IT consultant . Their life , like , filled bewildering blizzard email , phone call , yet email , meeting , project , proposal , plan . Just staying ahead storm become seemingly insurmountable task .",1
Rich Dad's Before You Quit Your Job: 10 Real-Life Lessons Every Entrepreneur Should Know About Building a Multimillion-Dollar Business,Robert T. Kiyosaki,4.7,187.5,670.0,478.0,480,ess Careers,"When Before You Quit Your Job written published , guidebook aspiring entrepreneur . Today - job market shamble , overseas outsourcing high unemployment - path salvation many looking : A way take control life use skill talent create future .",1
A Children's History of India,Subhadra Sen Gupta,4.4,291.0,836.0,709.0,1,Children's Reference (Books),"Which first city India , discovered ? What like living Mughal time ? How British , come trade India , end ruling thecountry ? How India changed Independence ?",1
If Tomorrow Comes,Sidney Sheldon,4.5,1243.0,702.0,756.0,2,Contemporary Fiction (Books),"Tracy Whitney top world . She young , beautiful , intelligent , marry wealth glamour , betrayed innocence , find prison , framed ruthless mafia gang abandoned man love . Beaten broken , surviving stunning ingenuity , Tracy emerges savage ordeal determined avenge destroyed life . From New Orleans London Paris Madrid Amsterdam , Tracy play highest stake deadly game . Only one man challenge - handsome , persuasive , every bit daring . And one man stop - evil genius whose hope salvation destroy Tracy .",1
Memory Man,David Baldacci,4.5,12130.0,323.0,796.0,2,International Mystery & Crime,"The next novel best-selling crime author David Baldacci . Amos Decker former professional football player whose career ended terrible hit . Now police detective , Amos still haunted side effect accident never forget .",0
"Scaling Up: How a Few Companies Make It...and Why the Rest Don't, Rockefeller Habits 2.0",Verne Harnish,4.7,708.0,668.0,529.0,2,Organisational Behaviour,"It 's decade since Verne Harnish 's best-selling book Mastering Rockefeller Habits first released . Scaling Up : How Few Companies Make It ... Why Rest Do n't first major revision business classic . In Scaling Up , Harnish team share practical tool technique building industry-dominating business . These approach honed three decade advising ten thousand CEOs executive helping navigate increasing complexity ( weight ) come scaling venture .",1
The Far Field: A Novel,Madhuri Vijay,4.4,127.5,1172.0,840.0,683,Textbooks & Study Guides,"In wake mother 's death , Shalini , privileged restless young woman Bangalore , set remote Himalayan village troubled northern region Kashmir . Certain loss mother somehow connected decade-old disappearance Bashir Ahmed , charming Kashmiri salesman frequented childhood home , determined confront . But upon arrival , Shalini brought face face Kashmir 's politics , well tangled history local family take . And life village turn volatile old hatred threaten erupt violence , Shalini find forced make series choice could hold dangerous repercussion people come love .",1
Terry Pratchett: BBC Radio Drama Collection: Seven BBC Radio 4 Full-Cast Dramatisations,Terry Pratchett,4.8,110.5,1093.0,793.0,1,Fantasy (Books),A collection full-cast BBC Radio dramatisation novel Terry Pratchett .,0
Company of One: Why Staying Small Is the Next Big Thing for Business,Paul Jarvis,4.5,238.0,683.0,497.0,2,E-Commerce,"Penguin present audiobook edition Company One Paul Jarvis , read Sam Woolf .",3
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.7,7359.5,888.0,390.0,246,Analysis & Strategy,"Penguin present audiobook edition Daring Greatly , written read Brené Brown .",3
The Unbearable Lightness of Being,Milan Kundera,4.4,677.0,569.0,576.0,2,Classic Fiction (Books),"A young woman love successful surgeon , man torn love incorrigible womanizing . His mistress , free-spirited artist , life life series betrayal - lover , earnest , faithful , good , stand lose everything noble quality .",1
"My Brilliant Friend: The Neapolitan Novels, Book 1",Elena Ferrante,4.0,3899.0,820.0,758.0,2,Literary Fiction,"A modern masterpiece one Italy 's acclaimed author , My Brilliant Friend rich , intense , generous-hearted story two friend , Elena Lila , represent story nation nature friendship .",0
"The Sins of the Father: Clifton Chronicles, Book 2",Jeffrey Archer,4.5,5635.5,323.0,607.0,2,Suspense,"The second book Jeffrey Archer ’ highly acclaimed The Clifton Chronicles , The Sins Father take reader breath-taking journey backstreets Bristol boardroom Manhattan .",0
Ramayana Versus Mahabharata: My Playful Comparison,Devdutt Pattanaik,4.4,129.0,668.0,313.0,1,"Literary Theory, History & Criticism","It popular belief Ramayana idealistic Mahabharata realistic . Yet two epic identical building block , identical theme , identical history .",1
The 60 Day Challenge: A Feature Teaching with Dennis and Jennifer Clark,Dennis Clark,5.0,1.0,305.0,145.0,4,Christianity (Books),"What 's worth see major life change ? Perhaps said `` right '' word , still pain lingers within . You repeated prayer , anxiety fear persists . You know Bible , need learn make work . By investing 60 day , experience life transformation . You walk peace , freedom , joy Lord . You receive healing Jesus ' supernatural exchange - pain peace .",1
Kargil: Untold Stories from the War,Rachna Bisht,4.7,210.0,879.0,307.0,553,True Accounts (Books),Why group stranded paratrooper call Bofors ' fire upon position ? Why old man Palampur fighting justice dead soldier son ? What make martyr 's father visit young Kashmiri girl every year ?,1
Sexual Intelligence: What We Really Want from Sex - and How to Get It,Marty Klein,4.6,69.5,10873.0,455.0,606,Love & Romance,"In Sexual Intelligence , Dr. Marty Klein show idea sex - - important perfect body exotic technique . With many engaging example thirty-year private practice , Marty provides robust , practical perspective make impossible people fail sex - n't aim success .",1
Life in the Fasting Lane: How to Make Intermittent Fasting a Lifestyle - and Reap the Benefits of Weight Loss and Better Health,Dr. Jason Fung,4.6,496.5,727.0,455.0,979,g & Wellness,"Fasting emerging one exciting medical advancement recent memory . Its list benefit extends far beyond weight loss includes improved cardiovascular health , lower blood pressure , protection cancer , better cognitive function .",1
Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,4.4,127.5,586.0,505.0,2,Society & Culture (Books),"One talked-about scholarly work past 50 year , Judith Butler 's Gender Trouble celebrated controversial . Arguing traditional feminism wrong look natural , `` essential '' notion female , indeed sex gender , Butler start questioning category `` woman '' continues vein examination `` masculine '' `` feminine . ''",1
God Is a Gamer,Ravi Subramanian,4.3,243.0,879.0,529.0,2,"Crime, Thriller & Mystery (Books)","Aditya run gaming company struggling break even . A banker slip high-rise building , plunging death . The finance minister made promise finding hard keep . The LTTE unleashed terror America sends FBI wild goose chase , bringing Mumbai .",1
Radical Self-Acceptance,Tara Brach,4.6,56.0,585.0,196.0,2,Buddhism (Books),"How would life change genuinely accepted , way ? According Dr. Tara Brach , feeling shame unworthiness source many problem experience relationship , career , creative endeavor , fundamentally , spiritual unfolding .",1
"Until the End of Time: Mind, Matter, and Our Search for Meaning in an Evolving Universe",Brian Greene,4.6,518.0,888.0,876.0,2,Cosmology,Brought Penguin .,2
Talkhiyan [Bitterness],Sahir Ludhianavi,4.6,47.0,233.0,135.0,2,Poetry (Books),"The first published work renowned Urdu poet Sahir Ludhianvi , Talkhiyan compilation early song , poem ghazals . This Hindi translation Prakash Pandit first published 1958 . One intriguing figure Urdu poetry , Sahir Ludhianvi emerged forefront Progressive Writers ’ Movement . Moving Ludhiana Lahore , Delhi finally Mumbai , also acclaimed lyricist Hindi film music .",0
Boo Aur Anya Kahaniyan [Bu and Other Stories],Saadat Hasan Manto,5.0,5.0,668.0,389.0,415,Short Stories (Books),"`` If find story obscene filthy , society living obscene dirty '' , said Manto . While Manto time accused obscenity , story , however , addressed several social issue . With astute understanding complexity human nature ability write gripping story , Manto considered one powerful voice time . This collection brings together Manto 's popular story including `` Blouse '' , `` Shikari Auratein '' , `` Janaki . ''",0
Everybody Loves a Good Drought: Stories from India’s Poorest Districts,P. Sainath,4.6,182.5,1005.0,876.0,1,Literary Essays,"Acclaimed across world , prescribed 100 university college , included part The Century 's Greatest Reportage ( Ordfront , 2000 ) , alongside work Gabriel Garcia Marquez , Studs Terkel , John Reed , Everybody Loves Good Drought established classic rural poverty India . Twenty year publication , remains unsurpassed scope depth reportage , providing intimate view daily struggle poor effort , often ludicrous , made uplift .",1
The Motivation Myth: How High Achievers Really Set Themselves Up to Win,Jeff Haden,4.45,178.5,754.0,390.0,716,Personal Success,"From Inc.com 's popular columnist , counterintuitive - highly practical - guide finding maintaining motivation achieve great thing .",1
"Autobiography Collection: Henry Ford, Nikola Tesla, and Benjamin Franklin",Henry Ford,-1.0,267.25,836.0,1059.0,2,Biographies & Autobiographies (Books),"This autobiography collection contains My Life Work : The Autobiography Henry Ford , My Inventions : The Autobiography Nikola Tesla , The Autobiography Benjamin Franklin .",0
A Fistful of Love: Wisdom and Humour from a Monk’s Bowl,Om Swami,4.8,118.0,668.0,411.0,2,Buddhism (Books),Wisdom Humour Monk ’ Bowl,1
"Economics, 3rd Edition",Timothy Taylor,-1.0,267.25,1405.0,1116.0,1,Textbooks & Study Guides,"Economic issue active life every day . However , subject economics come conversation news , find longing sophisticated understanding fundamental economics .",1
The Kite Runner: CliffsNotes,Richard Wasowski M.A.,-1.0,267.25,352.0,165.0,2,"Literary Theory, History & Criticism","The CliffsNotes study guide Hosseini 's The Kite Runner supplement original literary work , giving background information author , introduction work , critical commentary , expanded glossary , comprehensive index , use educational tool allow better understand work .",0
Sachin: The Story of the World's Greatest Batsman,Gulu Ezekiel,3.3,7.0,879.0,858.0,933,ment Professionals,"At young age 17 , Sachin Tendulkar earned title second youngest man score 100 run international cricket . Sachin : The Story World 's Greatest Batsman audiobook trace life achievement individual , hailed finest batsman world . He made 33,000 run international cricket , highest number run scored cricketer . He also total 100 international century kitty well .",1
Evil Eye,Madhuri Shekar,3.0,1.0,266.0,98.0,2,Plays,Evil Eye garnered Audie Award Original Work 2020 .,1
Easy Money: The Evolution of Money from Robinson Crusoe to the First World War,Vivek Kaul,4.4,40.0,836.0,616.0,2,Textbooks & Study Guides,"“ A man hears want hear disregard rest , ” wrote singer songwriter Paul Simon decade back . Books current financial crisis started late 2008 tad like . Until tended deal certain aspect crisis without looking bigger picture really went wrong . That bigger picture ongoing financial crisis started evolve . Easy Money capture big picture .",1
30 Days to a More Powerful Vocabulary: The 500 Words You Need to Know to Transform Your Vocabulary...and Your Life,Dan Strutzel,3.7,14.0,656.0,468.0,439,ess Careers,A Bigger Vocabulary = A Brighter Future,1
The Murder of Roger Ackroyd (Dramatised),Agatha Christie,4.6,15.0,342.0,87.0,710,Crime Thrillers,A BBC Radio 4 full-cast dramatisation starring John Moffatt Hercule Poirot .,1
"Always and Forever, Lara Jean",Jenny Han,4.7,2077.0,820.0,527.0,2,Contemporary Romance for Teens,Lara Jean 's letter-writing day n't surprise follow-up best-selling To All Boys I 've Loved Before P.S . I Still Love You .,1
"Being You, Changing the World",Dr. Dain Heer,4.5,69.0,603.0,420.0,1,Personal Development & Self-Help,"This different book : It written dreamer world - people KNOW something different possible - never tool .... This Handbook Generating Infinite Possibilities Dynamic Change . For . And world . Ten year ago , Dr. Dain Heer started chiropractor California , USA . Seemingly successful happy , Dain Heer verge suicide came across Access Consciousness . With modality , based question choice , Dr. Heer 's life began expand grow ease speed even could imagined possible . This book way paying forward .",1
Kasturi Kundal Basai,OSHO,4.5,2.0,502.0,900.0,2,Personal Development & Self-Help,Kabir par Osho samay-samay par bolte rahe hain . Keh sakte hain ki Kabir unke priy rahe hain . Kabir ke saddhukkadi vachanon ko samsamayik Osho hi bana sakte hain .,1
Charlie Munger: The Complete Investor,Tren Griffin,4.2,212.5,670.0,381.0,342,Time Management & Productivity,"Charlie Munger , Berkshire Hathaway 's visionary vice chairman Warren Buffett 's indispensable financial partner , outperformed market index , belief investor . His notion `` elementary , worldly wisdom '' - set interdisciplinary mental model involving economics , business , psychology , ethic , management - allows keep emotion investment avoid common pitfall bad judgment .",1
Then She Was Gone,Lisa Jewell,4.55,7756.5,888.0,613.0,2,"Crime, Thriller & Mystery (Books)",Brought Penguin .,2
Killing Commendatore,Haruki Murakami,4.4,876.5,1093.0,1707.0,1,Contemporary Fiction (Books),"Random House present audiobook edition Killing Commendatore Haruki Murakami , read Kirby Heyborne .",3
Unstoppable: My Life So Far,Maria Sharapova,4.7,356.0,683.0,491.0,2,Tennis (Books),"Penguin present audiobook edition Unstoppable , fiercely honest , fearless , darkly funny autobiography global tennis star Maria Sharapova .",3
"The Cruel Prince: The Folk of the Air, Book 1",Holly Black,4.6,2431.5,1063.0,756.0,1,"Children's Family, Personal & Social Issues (Books)",The start thrilling new fantasy series best-selling author Holly Black mortal girl find caught dangerous web royal faerie intrigue .,0
Rust in Peace: The Inside Story of the Megadeth Masterpiece,Dave Mustaine,4.15,6.5,500.0,279.0,1,Music Books,Featuring foreword Slash,1
"The Dark Forest: The Three-Body Problem, Book 2",Cixin Liu,4.6,1482.0,1192.0,1384.0,1,Fantasy (Books),"The Trisolarian fleet left home world arrive four century ' time . But Sophons extradimensional emissary already . This motivation Wallfacer Project , last-ditch defence grant four individual almost absolute power design secret strategy , hidden deceit misdirection .",1
The Idiot,Fyodor Dostoyevsky,3.9,175.5,1407.0,1496.0,2,Classic Fiction (Books),"Prince Lyov Nikolayevitch Myshkin one great character Russian literature . Is saint naïve ? Is idealist , many General Epanchin 's society feel , `` idiot '' ? Certainly return St. Petersburg year Swiss clinic dramatic effect beautiful Aglaia , youngest Epanchin daughter , charismatic willful Nastasya Filippovna . As paint vivid picture Russian society , Dostoyevsky show principle conflict emotion - tragic result .",1
Quiet Power: Growing Up as an Introvert in a World That Can't Stop Talking,Susan Cain,4.5,242.5,683.0,374.0,1,Teen & Young Adult,"The highly anticipated follow-up sensational best seller Quiet - empowering introverted child , teen young adult .",0
India's Most Fearless 2: More Military Stories of Unimaginable Courage and Sacrifice,Shiv Aroor,4.8,457.0,879.0,607.0,2,Literary Essays,Untold account biggest recent anti-terror operation,1
"Curse of the Arctic Star: Nancy Drew Diaries, Book 1",Carolyn Keene,4.5,63.5,305.0,215.0,2,Action & Adventure Mysteries for Children,"Dear Diary ... Bess , George , I actually Alaska ! Everywhere look , massive mountain sparkling , deep-blue water . We 're maiden voyage Arctic Star luxury cruise ship , old friend , Becca Wright , assistant cruise director , need help . She received threatening email even setting sail ; bloody body turned swimming pool . And chandelier came crashing dining room , thought Arctic Star may cursed ! There many passenger onboard , I n't know begin . But I 'd better hurry ; I n't act fast , might everyone 's final - fatal - voyage !",1
True Love: A Practice for Awakening the Heart,Thich Nhat Hanh,4.8,573.0,377.0,88.0,2,Buddhist Philosophy & Practice,"Love might think . We seek happiness come loving loved , yet often find dissatisfied relationship unable grasp cause . Thich Nhat Hanh show way overcome recurrent obstacle love - learning mindful , open , present others . As explains , `` training needed order love properly ; able give happiness joy , must practice deep looking directed toward person love . Because understand person , love properly . Understanding essence love . ''",1
Vetaal & Vikram: Stories of the Undead,Gayathri Prabhu,4.3,4.0,501.0,286.0,1,Short Stories (Books),"'' This riddle end two way : speech defeat , silence death . '",1
The Monogram Murders: The New Hercule Poirot Mystery,Sophie Hannah,3.5,1327.5,13345.0,673.0,2,Literary Fiction,"Since publication first novel , 1920 , two billion copy Agatha Christie 's book sold around globe . Now , first time ever , guardian legacy approved brand-new novel featuring Dame Agatha 's beloved creation , Hercule Poirot .",0
Utopia for Realists,Rutger Bregman,4.7,514.5,569.0,392.0,2,Textbooks & Study Guides,"We live time unprecedented upheaval , technology so-called progress made u richer uncertain ever . We question future , society , work , happiness , family money , yet political party right left providing u answer . So , , time seem coming end looked economist help u define quality necessary create successful society .",1
"Kashi: Kaale Mandir Ka Rahasya (Harappa, Book 3)",Vineet Bajpai,4.3,78.0,836.0,644.0,3,"Myths, Legends & Sagas","Kashi - Secret Black Temple part 3 Harappa Series , written Vineet Bajpai . It fiction novel blend mythology history modern-day thriller .",0
The Day of the Jackal,Frederick Forsyth,4.5,818.5,820.0,782.0,2,Contemporary Fiction (Books),"One celebrated thriller ever written , The Day Jackal electrifying story anonymous Englishman , spring 1963 , hired Colonel Marc Rodin , Operations Chief O . A. S. , assassinate General de Gaulle .",0
The Path Made Clear: Discovering Your Life's Direction and Purpose,Oprah Winfrey,4.6,1487.5,323.0,175.0,2,Christianity (Books),"In latest book , The Path Made Clear , Oprah share see guide activating deepest vision , offering framework creating life success one significance . The book ’ 10 chapter organised help recognise important milestone along road self-discovery , laying really need order achieve personal contentment life ’ detour teach u .",0
"Sleep Smarter: 21 Essential Strategies to Sleep Your Way to a Better Body, Better Health, and Bigger Success",Shawn Stevenson,4.6,770.5,668.0,396.0,483,Textbooks & Study Guides,"When come health , one criminally overlooked element : sleep . Good sleep help shed fat good , stave disease , stay productive , improve virtually every function mind body . That 's Shawn Stevenson learned degenerative bone disease crushed dream becoming professional athlete . Like many u , gave health body ... decided must better way . Through better sleep optimized nutrition , Stevenson healed body also achieved fitness business goal never thought possible .",1
"Venture Deals, 4th Edition: Be Smarter than Your Lawyer and Venture Capitalist",Brad Feld,4.8,90.0,703.0,664.0,391,ess & Economics,"How venture capital deal come together ? This one frequent question asked generation new entrepreneur . Surprisingly , little reliable information subject . No one understands better Brad Feld Jason Mendelson .",1
Genome,Matt Ridley,4.5,390.0,793.0,867.0,1,Biology Books,"Popular scientist Matt Ridley renowned much accessibility learning . Following success The Red Queen The Origins Virtue , Genome Sunday Times top 10 best seller Guardian Book Year .",0
Dawood's Mentor,Hussain Zaidi,4.1,106.0,879.0,452.0,1,True Accounts (Books),"Tired bullied , scrawny , impoverished Dawood Ibrahim looking saviour , Khalid Khan Bachcha , would teach rope handling bunch hooligan . Instead , get mentor eventually transforms cunning mafia bos .",1
Hopeless,Colleen Hoover,4.6,9224.0,836.0,754.0,2,Romance (Books),"Would rather know truth make feel hopeless , keep believing lie ? Beloved bestselling author Colleen Hoover return spellbinding story two young people devastating past embark passionate , intriguing journey discover lesson life , love , trust -- , healing power truth bring .",1
"Memories, Dreams, Reflections",C. G. Jung,4.7,460.0,1226.0,1011.0,2,Biographies & Autobiographies (Books),"' I understand light inner happening . It make singularity life , autobiography deal . ' ( Carl Gustav Jung )",1
The Origins of Political Order: From Prehuman Times to the French Revolution,Jonathan Davis,4.6,323.5,1338.0,1354.0,2,United States Politics & Government,"Virtually human society organized tribally , yet time developed new political institution included central state could keep peace uniform law applied citizen . Some went create government accountable constituent . We take institution granted , absent unable function many today ’ developing countries—with often disastrous consequence rest world .",1
Red Rising,Pierce Brown,4.6,5259.5,1172.0,972.0,787,Science Fiction (Books),"Darrow Red , member lowest caste color-coded society future . Like fellow Reds , work day , believing people making surface Mars livable future generation . Yet spends life willingly , knowing blood sweat one day result better world child . But Darrow kind betrayed . Soon discovers humanity reached surface generation ago . Vast city sprawling park spread across planet .",1
Stress and Your Body,Robert Sapolsky,-1.0,267.25,1171.0,739.0,2,Biology Books,Feeling stressed ?,1
Factfulness - Hvordan den moderne verden virkelig skal forstås,Anna Rosling Rönnlund,-1.0,267.25,300.0,424.0,2,Textbooks & Study Guides,"`` Factfulness '' handler om verden , og hvordan vi kan blive bedre til forstå den , som den virkelig er .",1
Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,Thomas L. Friedman,4.5,1274.0,820.0,1187.0,2,Globalisation,"Penguin present unabridged downloadable audiobook edition Thank You Being Late Thomas L. Friedman , narrated Oliver Wyman .",3
"Corporate Finance: The Ultimate Guide to Financial Reporting, Business Valuation, Risk Management, Financial Management, and Financial Statements",Greg Shields,4.7,7.5,836.0,751.0,703,Education (Books),If want learn corporate finance n't feel like reading boring textbook keep reading ....,1
The Quality of Madness,Tim Rich,4.8,128.5,759.0,647.0,1,Biographies & Autobiographies (Books),"Marcelo Bielsa one football 's greatest eccentric greatest enigmas.This first English biography one football 's contradictory character . A definitive comprehensive biography , growing Argentina military dictatorship reviving stricken power Leeds United .",0
The Foundation Trilogy (Dramatized),Isaac Asimov,4.6,395.0,140.0,469.0,1,Science Fiction (Books),"The opening episode begin Trantor , capital Galactic Empire , meeting Seldon Dornick , trial , exile Terminus . The action jump forward 50 year , first Seldon Crisis , repercussion recent independence Four Kingdoms Periphery felt Terminus , handled first Mayor , Salvor Hardin . The scene move forward 20 year , Mayor Hardin face domination nearby powerful Kingdom , Anacreon .",0
Underworld: The Mysterious Origins of Civilization,Graham Hancock,4.5,196.5,1338.0,1893.0,110,Earth Sciences Books,"From Graham Hancock , best-selling author Fingerprints Gods , come mesmerizing book take u captivating underwater voyage find ruin lost civilization 's hidden thousand year beneath world 's ocean .",0
The P.G. Wodehouse Collection,P. G. Wodehouse,4.4,137.0,422.0,942.0,2,"Crime, Thriller & Mystery (Books)","This title includes entire audiobook Right Ho , Jeeves , also P.G . Wodehouse title current Classic Tales library . It also includes Jeeves short story available collection : `` Extricating Young Gussie '' . The complete running time 15 hour . Here list title : `` Leave It To Jeeves '' , `` Jeeves Unbidden Guest '' , `` The Aunt Sluggard '' , `` Death Excelsior '' , `` Jeeves Hard-Boiled Egg '' , `` Jeeves Springtime '' , `` The Man Upstairs '' , `` Jeeves Chump Cyril '' , `` Jeeves Takes Charge '' , `` Deep Waters '' , `` The Man Who Disliked Cats '' , `` Extricating Young Gussie '' , Right Ho , Jeeves ( unabridged novel - seven hour length ) . All title remastered , never sounded better !",0
"The Unicorn Project: A Novel About Developers, Digital Disruption, and Thriving in the Age of Data",Gene Kim,4.6,598.0,836.0,744.0,2,Industries,The Phoenix Project wowed half-million reader . Now come The Unicorn Project !,0
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,4.5,5410.0,888.0,359.0,1,Family Life Fiction,"`` The dog lying grass middle lawn front Mrs Shears ' house . It looked running side , way dog run think chasing cat dream . But dog running asleep . The dog dead . There garden fork sticking dog . ''",1
Peppa Pig: Dentist Trip and Other Audio Stories,Ladybird,-1.0,267.25,410.0,23.0,1,Children's Literature & Fiction (Books),Peppa Pig come audio !,1
Get Better at Getting Better,Chandramouli Venkatesan,4.4,133.0,879.0,365.0,3,Analysis & Strategy,"What make people succeed ? Why people succeed , others struggle despite working hard ?",1
The Story of My Life,Helen Keller,4.4,968.5,501.0,262.0,2,Anthologies (Books),"Helen Keller overcame seemingly insurmountable obstacle deafness blindness become icon perseverance , respected honored reader , historian , activist . Her autobiography , The Story My Life , published United States 1903 , still read today ability motivate reassure reader .",0
